# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ahl2_crash
# Exported by: V92
setting:	replacespawns 0
weapon_zm_mac10	4258.878418 -695.865906 64.081131	0.407 -57.361 -94.031
weapon_zm_mac10	4461.590332 271.344238 58.099998	2.305 -5.562 -91.837
ttt_playerspawn	4460.403809 908.897095 50.118595	-2.027 -2.344 5.976
ttt_playerspawn	4395.791504 904.576294 47.152588	-1.801 -2.241 5.905
ttt_playerspawn	4322.471680 906.888977 47.035507	0.309 -0.021 5.863
ttt_playerspawn	4253.276367 921.002014 48.869049	0.309 -0.021 5.810
ttt_playerspawn	4180.376465 938.253479 54.020550	6.873 -0.317 3.315
ttt_playerspawn	4194.440918 1024.212524 60.012089	0.309 -0.023 5.828
ttt_playerspawn	4268.342773 1040.862061 61.391613	0.310 -0.026 5.921
ttt_playerspawn	4331.539551 1034.146973 60.369526	0.353 -0.443 5.983
ttt_playerspawn	4452.471680 1014.669373 60.893127	-2.027 -2.344 5.971
ttt_playerspawn	4522.664063 670.122314 36.072762	-5.085 -0.256 5.145
ttt_playerspawn	4421.852539 682.566223 35.055927	2.642 -0.499 -3.142
ttt_playerspawn	4317.667480 715.898315 41.327366	6.844 -1.668 -2.928
ttt_playerspawn	4219.067871 780.036621 51.405418	6.839 -1.028 -1.388
ttt_playerspawn	4062.600098 954.009338 66.403519	7.124 -0.122 -1.279
ttt_playerspawn	4042.850586 1062.317139 65.394501	1.360 0.171 0.253
ttt_playerspawn	4141.138672 1142.401489 67.575920	-0.411 -0.188 1.782
item_ammo_357_ttt	3737.252686 -1019.284851 485.539520	0.457 0.056 0.039
item_ammo_357_ttt	3765.246338 -1028.942627 485.482849	0.445 0.072 0.062
item_ammo_357_ttt	823.062378 1087.393188 340.478455	8.839 0.997 0.033
item_ammo_357_ttt	815.538879 1110.082397 341.501404	8.643 0.997 0.059
item_ammo_pistol_ttt	4956.747559 1117.923950 75.340599	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	4942.317871 1097.918579 75.362778	-0.119 -0.019 -0.036
item_ammo_pistol_ttt	5071.669922 902.055542 75.412926	-0.199 0.168 0.092
item_ammo_pistol_ttt	5065.503906 897.266785 75.447617	0.589 -0.442 0.142
item_ammo_pistol_ttt	5116.390137 878.848022 75.335747	-0.143 -0.019 -0.043
item_ammo_pistol_ttt	5090.496582 835.510071 75.427223	-0.108 -0.051 0.424
item_ammo_pistol_ttt	5075.183594 454.123138 72.301186	-0.841 0.060 0.406
item_ammo_pistol_ttt	5106.175781 464.035736 72.760780	-0.408 -1.689 0.384
item_ammo_pistol_ttt	755.703674 1292.234009 349.509125	6.270 0.212 0.028
item_ammo_pistol_ttt	758.239014 1257.805420 349.162170	9.161 0.166 0.008
item_ammo_pistol_ttt	1927.011353 242.487900 103.417282	-10.576 2.502 5.229
item_ammo_pistol_ttt	2095.775391 -384.850616 99.632309	-0.255 0.113 -4.229
item_ammo_pistol_ttt	2108.078857 -421.517395 101.838791	6.215 0.470 -2.303
weapon_zm_molotov	4155.878906 -1668.155273 67.288872	-2.113 -1.630 -2.224
weapon_zm_molotov	4177.185059 -1623.755249 66.425537	-2.176 -1.624 -2.277
weapon_zm_molotov	1727.877563 -2031.436401 112.168434	-1.313 -1.505 -1.336
weapon_zm_molotov	1738.117065 -2018.761353 112.156288	-1.572 -1.414 -1.600
weapon_zm_molotov	1722.717285 -2052.354248 113.539780	25.139 3.130 93.037
weapon_zm_molotov	4590.808105 -1071.303711 42.695724	21.912 -63.332 -95.797
weapon_zm_molotov	4584.046387 -1066.416260 43.145763	21.476 -63.360 -96.020
weapon_ttt_confgrenade	4043.568848 -1627.909058 65.884804	-37.738 -45.784 -95.020
weapon_ttt_confgrenade	4057.294678 -1641.006958 65.531151	-36.364 -64.269 -86.759
weapon_ttt_confgrenade	2460.885010 -6.859344 220.555603	9.517 -117.647 122.692
item_ammo_revolver_ttt	1801.891968 -2016.827759 112.374405	0.459 0.057 0.038
weapon_zm_shotgun	4654.744629 1266.113525 76.066582	-0.288 -8.954 -83.850
weapon_zm_shotgun	2107.076660 -2180.900391 111.116562	4.419 1.496 61.106
weapon_zm_shotgun	2556.241455 -265.406067 138.162186	-8.829 18.928 109.756
weapon_zm_sledge	2755.335205 -141.109924 190.235947	-13.916 15.846 92.525
weapon_zm_sledge	2139.707275 -961.079285 -100.334015	5.228 0.978 1.582
weapon_zm_revolver	1770.974976 -2030.073364 112.837059	2.074 -17.253 -84.205
weapon_ttt_glock	768.119507 1278.116821 348.514648	5.611 32.637 95.140
weapon_zm_pistol	4956.507813 1090.929810 75.817886	0.978 -35.596 -88.204
weapon_zm_pistol	5072.304199 870.976074 75.909203	0.445 -35.606 -89.072
weapon_zm_pistol	1931.085938 252.007004 105.608932	-9.593 24.489 90.781
